source_dataset	source_path	row_number_0based	sample_id	page	pdf_page	row_index	source_split	quality	hanzi	candidate_headword	wupin	canonical_wupin	current_label	ipa_conversion_status	cleaning_flags	issue_type	ipa_from_wupin	wupin_back	errors
trocr_direct_span_all_clean_conf70_nobracket	ipa_ocr_work\dataset\shaoxing_pdf136_clean\trocr_direct_span_all_clean_conf70_nobracket\eval_manifest.tsv	362	pdf011_p133_0026	133	11	26	train	weak_match	恶药头气	悲约头气	oq3yaq5deu55chi55	oq3yaq5deu55chi55	oʔ3ɦiaʔ5dɤ55tɕʰi55	ok	non_matched_quality:weak_match;candidate_headword_differs	roundtrip_mismatch	oʔ3ɦiaʔ5dɤ55tɕʰi55	oq3yiaq5deu55chi55	
trocr_direct_span_all_clean_conf70_nobracket	ipa_ocr_work\dataset\shaoxing_pdf136_clean\trocr_direct_span_all_clean_conf70_nobracket\eval_manifest.tsv	363	pdf012_p134_0002	134	12	2	train	matched	羊臊臭	羊滕臭	yan11sau55tsheu52	yan11sau55tsheu52	ɦiaŋ11sɒ55tsʰɤ52	ok	candidate_headword_differs	roundtrip_mismatch	ɦiaŋ11sɒ55tsʰɤ52	yian11sau55tsheu52	
trocr_direct_span_all_clean_conf70_nobracket	ipa_ocr_work\dataset\shaoxing_pdf136_clean\trocr_direct_span_all_clean_conf70_nobracket\eval_manifest.tsv	389	pdf013_p135_0023	135	13	23	train	matched	前几年	前几年	zhien11ci55gnien52	zhien11ci55gnien52	ʑiẽ11tɕi55ȵiẽ52	ok	ok	roundtrip_mismatch	ʑiẽ11tɕi55ȵiẽ52	zhien11tci55gnien52	
trocr_direct_span_all_clean_conf70_nobracket	ipa_ocr_work\dataset\shaoxing_pdf136_clean\trocr_direct_span_all_clean_conf70_nobracket\eval_manifest.tsv	395	pdf014_p136_0003	136	14	3	train	matched	年脚	年脚	gnien11ciaq5	gnien11ciaq5	ȵiẽ11tɕiaʔ5	ok	ok	roundtrip_mismatch	ȵiẽ11tɕiaʔ5	gnien11tciaq5	
trocr_direct_span_all_clean_conf70_nobracket	ipa_ocr_work\dataset\shaoxing_pdf136_clean\trocr_direct_span_all_clean_conf70_nobracket\eval_manifest.tsv	401	pdf014_p136_0017	136	14	17	train	low_match	日脚	卧	gniq1ciaq5	gniq1ciaq5	ȵieʔ1tɕiaʔ5	ok	non_matched_quality:low_match;candidate_headword_differs	roundtrip_mismatch	ȵieʔ1tɕiaʔ5	gniq1tciaq5	
trocr_direct_span_all_clean_conf70_nobracket	ipa_ocr_work\dataset\shaoxing_pdf136_clean\trocr_direct_span_all_clean_conf70_nobracket\eval_manifest.tsv	402	pdf014_p136_0018	136	14	18	train	matched	今朝	今朝	cin33tsau52	cin33tsau52	tɕiŋ33tsɒ52	ok	ok	roundtrip_mismatch	tɕiŋ33tsɒ52	tcin33tsau52	
trocr_direct_span_all_clean_conf70_nobracket	ipa_ocr_work\dataset\shaoxing_pdf136_clean\trocr_direct_span_all_clean_conf70_nobracket\eval_manifest.tsv	436	pdf018_p140_0008	140	18	8	train	matched	春节	春节	tsheen33ciq5	tsheen33ciq5	tsʰẽ33tɕieʔ5	ok	ok	roundtrip_mismatch	tsʰẽ33tɕieʔ5	tsheen33tciq5	
trocr_direct_span_all_clean_conf70_nobracket	ipa_ocr_work\dataset\shaoxing_pdf136_clean\trocr_direct_span_all_clean_conf70_nobracket\eval_manifest.tsv	440	pdf018_p140_0012	140	18	12	train	matched	清明节	沽明节	chin33meen55ciq54	chin33meen55ciq54	tɕʰiŋ33mẽ55tɕieʔ54	ok	candidate_headword_differs	roundtrip_mismatch	tɕʰiŋ33mẽ55tɕieʔ54	chin33meen55tciq54	
trocr_direct_span_all_clean_conf70_nobracket	ipa_ocr_work\dataset\shaoxing_pdf136_clean\trocr_direct_span_all_clean_conf70_nobracket\eval_manifest.tsv	445	pdf018_p140_0019	140	18	19	train	matched	重阳	重阳	dzon11yan52	dzon11yan52	dzoŋ11ɦiaŋ52	ok	ok	roundtrip_mismatch	dzoŋ11ɦiaŋ52	dzon11yian52	
trocr_direct_span_all_clean_conf70_nobracket	ipa_ocr_work\dataset\shaoxing_pdf136_clean\trocr_direct_span_all_clean_conf70_nobracket\eval_manifest.tsv	446	pdf018_p140_0020	140	18	20	train	matched	重阳节	重阳节	dzon11yan55ciq54	dzon11yan55ciq54	dzoŋ11ɦiaŋ55tɕieʔ54	ok	ok	roundtrip_mismatch	dzoŋ11ɦiaŋ55tɕieʔ54	dzon11yian55tciq54	
trocr_direct_span_all_clean_conf70_nobracket	ipa_ocr_work\dataset\shaoxing_pdf136_clean\trocr_direct_span_all_clean_conf70_nobracket\eval_manifest.tsv	447	pdf018_p140_0021	140	18	21	train	matched	三十日夜	三十日夜	saen33zeq5gni55ya52	saen33zeq5gni55ya52	sæ̃33zeʔ5ȵi55ɦia52	ok	ok	roundtrip_mismatch	sæ̃33zeʔ5ȵi55ɦia52	saen33zeq5gni55yia52	
trocr_direct_span_all_clean_conf70_nobracket	ipa_ocr_work\dataset\shaoxing_pdf136_clean\trocr_direct_span_all_clean_conf70_nobracket\eval_manifest.tsv	448	pdf018_p140_0022	140	18	22	train	matched	年三十夜	年三十夜	gnien11saen55zeq5ya52	gnien11saen55zeq5ya52	ȵiẽ11sæ̃55zeʔ5ɦia52	ok	ok	roundtrip_mismatch	ȵiẽ11sæ̃55zeʔ5ɦia52	gnien11saen55zeq5yia52	
trocr_direct_span_all_clean_conf70_nobracket	ipa_ocr_work\dataset\shaoxing_pdf136_clean\trocr_direct_span_all_clean_conf70_nobracket\eval_manifest.tsv	449	pdf018_p140_0023	140	18	23	train	matched	年夜	年夜	gnien11ya55	gnien11ya55	ȵiẽ11ɦia55	ok	ok	roundtrip_mismatch	ȵiẽ11ɦia55	gnien11yia55	
trocr_direct_span_all_clean_conf70_nobracket	ipa_ocr_work\dataset\shaoxing_pdf136_clean\trocr_direct_span_all_clean_conf70_nobracket\eval_manifest.tsv	450	pdf018_p140_0024	140	18	24	train	matched	节头节尾	节头节尾	ciq3deu55ciq5mi52	ciq3deu55ciq5mi52	tɕieʔ3dɤ55tɕieʔ5mi52	ok	ok	roundtrip_mismatch	tɕieʔ3dɤ55tɕieʔ5mi52	tciq3deu55tciq5mi52	
trocr_direct_span_all_clean_conf70_nobracket	ipa_ocr_work\dataset\shaoxing_pdf136_clean\trocr_direct_span_all_clean_conf70_nobracket\eval_manifest.tsv	451	pdf018_p140_0025	140	18	25	train	matched	三八节	三八节	saen33paeq5ciq54	saen33paeq5ciq54	sæ̃33pæʔ5tɕieʔ54	ok	ok	roundtrip_mismatch	sæ̃33pæʔ5tɕieʔ54	saen33paeq5tciq54	
trocr_direct_span_all_clean_conf70_nobracket	ipa_ocr_work\dataset\shaoxing_pdf136_clean\trocr_direct_span_all_clean_conf70_nobracket\eval_manifest.tsv	470	pdf019_p141_0021	141	19	21	train	low_match	惊蛰	寒霖	cin33dzeq5	cin33dzeq5	tɕiŋ33dzeʔ5	ok	non_matched_quality:low_match;candidate_headword_differs	roundtrip_mismatch	tɕiŋ33dzeʔ5	tcin33dzeq5	
trocr_direct_span_all_clean_conf70_nobracket	ipa_ocr_work\dataset\shaoxing_pdf136_clean\trocr_direct_span_all_clean_conf70_nobracket\eval_manifest.tsv	473	pdf019_p141_0024	141	19	24	train	low_match	国庆节	小寒	kuoq3chin55ciq54	kuoq3chin55ciq54	kuoʔ3tɕʰiŋ55tɕieʔ54	ok	non_matched_quality:low_match;candidate_headword_differs	roundtrip_mismatch	kuoʔ3tɕʰiŋ55tɕieʔ54	kuoq3chin55tciq54	
trocr_direct_span_all_clean_conf70_nobracket	ipa_ocr_work\dataset\shaoxing_pdf136_clean\trocr_direct_span_all_clean_conf70_nobracket\eval_manifest.tsv	474	pdf019_p141_0025	141	19	25	train	low_match	儿童节	大寒	gni11don55ciq54	gni11don55ciq54	ȵi11doŋ55tɕieʔ54	ok	non_matched_quality:low_match;candidate_headword_differs	roundtrip_mismatch	ȵi11doŋ55tɕieʔ54	gni11don55tciq54	
trocr_direct_span_all_clean_conf70_nobracket	ipa_ocr_work\dataset\shaoxing_pdf136_clean\trocr_direct_span_all_clean_conf70_nobracket\eval_manifest.tsv	480	pdf020_p142_0006	142	20	6	train	matched	狗熊	狗熊	keu335yon52	keu335yon52	kɤ335ɦioŋ52	ok	ok	roundtrip_mismatch	kɤ335ɦioŋ52	keu335yion52	
trocr_direct_span_all_clean_conf70_nobracket	ipa_ocr_work\dataset\shaoxing_pdf136_clean\trocr_direct_span_all_clean_conf70_nobracket\eval_manifest.tsv	481	pdf020_p142_0007	142	20	7	train	matched	野狗	野狗	ya115keu52	ya115keu52	ɦia115kɤ52	ok	ok	roundtrip_mismatch	ɦia115kɤ52	yia115keu52	
trocr_direct_span_all_clean_conf70_nobracket	ipa_ocr_work\dataset\shaoxing_pdf136_clean\trocr_direct_span_all_clean_conf70_nobracket\eval_manifest.tsv	487	pdf020_p142_0015	142	20	15	train	matched	野猪	野猪	ya115tsy52	ya115tsy52	ɦia115tsɿ52	ok	ok	roundtrip_mismatch	ɦia115tsɿ52	yia115tsy52	
trocr_direct_span_all_clean_conf70_nobracket	ipa_ocr_work\dataset\shaoxing_pdf136_clean\trocr_direct_span_all_clean_conf70_nobracket\eval_manifest.tsv	493	pdf020_p142_0021	142	20	21	train	matched	夜老老	夜老老	ya11lau11lau11	ya11lau11lau11	ɦia11lɒ11lɒ11	ok	ok	roundtrip_mismatch	ɦia11lɒ11lɒ11	yia11lau11lau11	
trocr_direct_span_all_clean_conf70_nobracket	ipa_ocr_work\dataset\shaoxing_pdf136_clean\trocr_direct_span_all_clean_conf70_nobracket\eval_manifest.tsv	499	pdf021_p143_0002	143	21	2	train	matched	野鸡	野鸡	ya115ci52	ya115ci52	ɦia115tɕi52	ok	ok	roundtrip_mismatch	ɦia115tɕi52	yia115tci52	
trocr_direct_span_all_clean_conf70_nobracket	ipa_ocr_work\dataset\shaoxing_pdf136_clean\trocr_direct_span_all_clean_conf70_nobracket\eval_manifest.tsv	509	pdf021_p143_0015	143	21	15	train	matched	野白鸽	野白鸽	ya115baq5keq54	ya115baq5keq54	ɦia115baʔ5keʔ54	ok	ok	roundtrip_mismatch	ɦia115baʔ5keʔ54	yia115baq5keq54	
trocr_direct_span_all_clean_conf70_nobracket	ipa_ocr_work\dataset\shaoxing_pdf136_clean\trocr_direct_span_all_clean_conf70_nobracket\eval_manifest.tsv	512	pdf021_p143_0021	143	21	21	train	matched	画眉	画眉	wo11mi11	wo11mi11	ɦuo11mi11	ok	ok	roundtrip_mismatch	ɦuo11mi11	wuo11mi11	
trocr_direct_span_all_clean_conf70_nobracket	ipa_ocr_work\dataset\shaoxing_pdf136_clean\trocr_direct_span_all_clean_conf70_nobracket\eval_manifest.tsv	515	pdf021_p143_0026	143	21	26	train	matched	野鸭	野鸭	ya115aeq54	ya115aeq54	ɦia115æʔ54	ok	ok	roundtrip_mismatch	ɦia115æʔ54	yia115aeq54	
trocr_direct_span_all_clean_conf70_nobracket	ipa_ocr_work\dataset\shaoxing_pdf136_clean\trocr_direct_span_all_clean_conf70_nobracket\eval_manifest.tsv	516	pdf021_p143_0027	143	21	27	train	matched	长脚鹭	长脚鹭懿	tsan335ciaq5lu52	tsan335ciaq5lu52	tsaŋ335tɕiaʔ5lu52	ok	candidate_headword_differs	roundtrip_mismatch	tsaŋ335tɕiaʔ5lu52	tsan335tciaq5lu52	
trocr_direct_span_all_clean_conf70_nobracket	ipa_ocr_work\dataset\shaoxing_pdf136_clean\trocr_direct_span_all_clean_conf70_nobracket\eval_manifest.tsv	517	pdf021_p143_0028	143	21	28	train	weak_match	鲫鱼	卿鱼	ciq3yu52	ciq3yu52	tɕieʔ3ɦy52	ok	non_matched_quality:weak_match;candidate_headword_differs	roundtrip_mismatch	tɕieʔ3ɦy52	tciq3yu52	
trocr_direct_span_all_clean_conf70_nobracket	ipa_ocr_work\dataset\shaoxing_pdf136_clean\trocr_direct_span_all_clean_conf70_nobracket\eval_manifest.tsv	518	pdf021_p143_0029	143	21	29	train	weak_match	白鲫	白卿	baq1ciq5	baq1ciq5	baʔ1tɕieʔ5	ok	non_matched_quality:weak_match;candidate_headword_differs	roundtrip_mismatch	baʔ1tɕieʔ5	baq1tciq5	
trocr_direct_span_all_clean_conf70_nobracket	ipa_ocr_work\dataset\shaoxing_pdf136_clean\trocr_direct_span_all_clean_conf70_nobracket\eval_manifest.tsv	537	pdf023_p145_0007	145	23	7	train	matched	划水	划水	wo11sy55	wo11sy55	ɦuo11sɿ55	ok	ok	roundtrip_mismatch	ɦuo11sɿ55	wuo11sy55	
trocr_direct_span_all_clean_conf70_nobracket	ipa_ocr_work\dataset\shaoxing_pdf136_clean\trocr_direct_span_all_clean_conf70_nobracket\eval_manifest.tsv	547	pdf023_p145_0024	145	23	24	train	matched	横甲蟹	横甲蟹	wan11ciaq5ha52	wan11ciaq5ha52	ɦuaŋ11tɕiaʔ5ha52	ok	ok	roundtrip_mismatch	ɦuaŋ11tɕiaʔ5ha52	wuan11tciaq5ha52	
trocr_direct_span_all_clean_conf70_nobracket	ipa_ocr_work\dataset\shaoxing_pdf136_clean\trocr_direct_span_all_clean_conf70_nobracket\eval_manifest.tsv	555	pdf024_p146_0007	146	24	7	train	matched	青蛙田鸡	忖蛙田鸡	chin33uo55dien55ci52	chin33uo55dien55ci52	tɕʰiŋ33uo55diẽ55tɕi52	ok	candidate_headword_differs	roundtrip_mismatch	tɕʰiŋ33uo55diẽ55tɕi52	chin33uo55dien55tci52	
trocr_direct_span_all_clean_conf70_nobracket	ipa_ocr_work\dataset\shaoxing_pdf136_clean\trocr_direct_span_all_clean_conf70_nobracket\eval_manifest.tsv	556	pdf024_p146_0008	146	24	8	train	weak_match	田鸡	川鸡	dien11ci52	dien11ci52	diẽ11tɕi52	ok	non_matched_quality:weak_match;candidate_headword_differs	roundtrip_mismatch	diẽ11tɕi52	dien11tci52	
trocr_direct_span_all_clean_conf70_nobracket	ipa_ocr_work\dataset\shaoxing_pdf136_clean\trocr_direct_span_all_clean_conf70_nobracket\eval_manifest.tsv	557	pdf024_p146_0009	146	24	9	train	matched	水鸡	水鸡	sy335ci52	sy335ci52	sɿ335tɕi52	ok	ok	roundtrip_mismatch	sɿ335tɕi52	sy335tci52	
trocr_direct_span_all_clean_conf70_nobracket	ipa_ocr_work\dataset\shaoxing_pdf136_clean\trocr_direct_span_all_clean_conf70_nobracket\eval_manifest.tsv	560	pdf024_p146_0012	146	24	12	train	matched	乌龟	乌龟	u33ciu52	u33ciu52	u33tɕy52	ok	ok	roundtrip_mismatch	u33tɕy52	u33tciu52	
trocr_direct_span_all_clean_conf70_nobracket	ipa_ocr_work\dataset\shaoxing_pdf136_clean\trocr_direct_span_all_clean_conf70_nobracket\eval_manifest.tsv	561	pdf024_p146_0013	146	24	13	train	matched	甲鱼	甲鱼	ciaq3yu52	ciaq3yu52	tɕiaʔ3ɦy52	ok	ok	roundtrip_mismatch	tɕiaʔ3ɦy52	tciaq3yu52	
trocr_direct_span_all_clean_conf70_nobracket	ipa_ocr_work\dataset\shaoxing_pdf136_clean\trocr_direct_span_all_clean_conf70_nobracket\eval_manifest.tsv	562	pdf024_p146_0015	146	24	15	train	matched	蛇虫百脚	蛇虫百脚	zo11dzon55paq5ciaq54	zo11dzon55paq5ciaq54	zo11dzoŋ55paʔ5tɕiaʔ54	ok	ok	roundtrip_mismatch	zo11dzoŋ55paʔ5tɕiaʔ54	zo11dzon55paq5tciaq54	
trocr_direct_span_all_clean_conf70_nobracket	ipa_ocr_work\dataset\shaoxing_pdf136_clean\trocr_direct_span_all_clean_conf70_nobracket\eval_manifest.tsv	566	pdf024_p146_0026	146	24	26	train	matched	长脚黄蜂	长脚贯蜂	tsan335ciaq5huaon55fon52	tsan335ciaq5huaon55fon52	tsaŋ335tɕiaʔ5huɒŋ55foŋ52	ok	candidate_headword_differs	roundtrip_mismatch	tsaŋ335tɕiaʔ5huɒŋ55foŋ52	tsan335tciaq5huaon55fon52	
trocr_direct_span_all_clean_conf70_nobracket	ipa_ocr_work\dataset\shaoxing_pdf136_clean\trocr_direct_span_all_clean_conf70_nobracket\eval_manifest.tsv	570	pdf024_p146_0030	146	24	30	train	matched	灶壁鸡	灶壁鸡	tsa33piq3ci33	tsa33piq3ci33	tsa33pieʔ3tɕi33	ok	ok	roundtrip_mismatch	tsa33pieʔ3tɕi33	tsa33piq3tci33	
trocr_direct_span_all_clean_conf70_nobracket	ipa_ocr_work\dataset\shaoxing_pdf136_clean\trocr_direct_span_all_clean_conf70_nobracket\eval_manifest.tsv	571	pdf025_p147_0000	147	25	0	train	low_match	油唧蛉	汕咄蛉	yeu11ciq5lin52	yeu11ciq5lin52	ɦiɤ11tɕieʔ5liŋ52	ok	non_matched_quality:low_match;candidate_headword_differs	roundtrip_mismatch	ɦiɤ11tɕieʔ5liŋ52	yieu11tciq5lin52	
trocr_direct_span_all_clean_conf70_nobracket	ipa_ocr_work\dataset\shaoxing_pdf136_clean\trocr_direct_span_all_clean_conf70_nobracket\eval_manifest.tsv	582	pdf025_p147_0014	147	25	14	train	weak_match	金虫	令虫	cin33dzon52	cin33dzon52	tɕiŋ33dzoŋ52	ok	non_matched_quality:weak_match;candidate_headword_differs	roundtrip_mismatch	tɕiŋ33dzoŋ52	tcin33dzon52	
trocr_direct_span_all_clean_conf70_nobracket	ipa_ocr_work\dataset\shaoxing_pdf136_clean\trocr_direct_span_all_clean_conf70_nobracket\eval_manifest.tsv	588	pdf025_p147_0021	147	25	21	train	weak_match	蛀虫	虹虫	ciu33dzon33	ciu33dzon33	tɕy33dzoŋ33	ok	non_matched_quality:weak_match;candidate_headword_differs	roundtrip_mismatch	tɕy33dzoŋ33	tciu33dzon33	
trocr_direct_span_all_clean_conf70_nobracket	ipa_ocr_work\dataset\shaoxing_pdf136_clean\trocr_direct_span_all_clean_conf70_nobracket\eval_manifest.tsv	591	pdf025_p147_0028	147	25	28	train	matched	结蛛	结蛛	ciq3ciu52	ciq3ciu52	tɕieʔ3tɕy52	ok	ok	roundtrip_mismatch	tɕieʔ3tɕy52	tciq3tciu52	
trocr_direct_span_all_clean_conf70_nobracket	ipa_ocr_work\dataset\shaoxing_pdf136_clean\trocr_direct_span_all_clean_conf70_nobracket\eval_manifest.tsv	612	pdf028_p150_0005	150	28	5	train	matched	羊	羊	yan231	yan231	ɦiaŋ231	ok	ok	roundtrip_mismatch	ɦiaŋ231	yian231	
trocr_direct_span_all_clean_conf70_nobracket	ipa_ocr_work\dataset\shaoxing_pdf136_clean\trocr_direct_span_all_clean_conf70_nobracket\eval_manifest.tsv	613	pdf028_p150_0006	150	28	6	train	matched	山羊	山羊	saen33yan52	saen33yan52	sæ̃33ɦiaŋ52	ok	ok	roundtrip_mismatch	sæ̃33ɦiaŋ52	saen33yian52	
trocr_direct_span_all_clean_conf70_nobracket	ipa_ocr_work\dataset\shaoxing_pdf136_clean\trocr_direct_span_all_clean_conf70_nobracket\eval_manifest.tsv	614	pdf028_p150_0007	150	28	7	train	matched	湖羊	湖羊	wu11yan52	wu11yan52	ɦu11ɦiaŋ52	ok	ok	roundtrip_mismatch	ɦu11ɦiaŋ52	wu11yian52	
trocr_direct_span_all_clean_conf70_nobracket	ipa_ocr_work\dataset\shaoxing_pdf136_clean\trocr_direct_span_all_clean_conf70_nobracket\eval_manifest.tsv	615	pdf028_p150_0011	150	28	11	train	matched	小羊	小羊	shiau335yan52	shiau335yan52	ɕiɒ335ɦiaŋ52	ok	ok	roundtrip_mismatch	ɕiɒ335ɦiaŋ52	shiau335yian52	
trocr_direct_span_all_clean_conf70_nobracket	ipa_ocr_work\dataset\shaoxing_pdf136_clean\trocr_direct_span_all_clean_conf70_nobracket\eval_manifest.tsv	616	pdf028_p150_0013	150	28	13	train	matched	雄狗	雄狗	yon11keu55	yon11keu55	ɦioŋ11kɤ55	ok	ok	roundtrip_mismatch	ɦioŋ11kɤ55	yion11keu55	
trocr_direct_span_all_clean_conf70_nobracket	ipa_ocr_work\dataset\shaoxing_pdf136_clean\trocr_direct_span_all_clean_conf70_nobracket\eval_manifest.tsv	621	pdf028_p150_0020	150	28	20	train	matched	雄猫	雄猫	yon11mau52	yon11mau52	ɦioŋ11mɒ52	ok	ok	roundtrip_mismatch	ɦioŋ11mɒ52	yion11mau52	
trocr_direct_span_all_clean_conf70_nobracket	ipa_ocr_work\dataset\shaoxing_pdf136_clean\trocr_direct_span_all_clean_conf70_nobracket\eval_manifest.tsv	624	pdf028_p150_0023	150	28	23	train	matched	鸡	鸡	ci52	ci52	tɕi52	ok	ok	roundtrip_mismatch	tɕi52	tci52	
trocr_direct_span_all_clean_conf70_nobracket	ipa_ocr_work\dataset\shaoxing_pdf136_clean\trocr_direct_span_all_clean_conf70_nobracket\eval_manifest.tsv	625	pdf028_p150_0024	150	28	24	train	matched	雄鸡	雄鸡	yon11ci52	yon11ci52	ɦioŋ11tɕi52	ok	ok	roundtrip_mismatch	ɦioŋ11tɕi52	yion11tci52	
trocr_direct_span_all_clean_conf70_nobracket	ipa_ocr_work\dataset\shaoxing_pdf136_clean\trocr_direct_span_all_clean_conf70_nobracket\eval_manifest.tsv	626	pdf028_p150_0025	150	28	25	train	matched	哥哥鸡	哥哥鸡	ko33ko55ci52	ko33ko55ci52	ko33ko55tɕi52	ok	ok	roundtrip_mismatch	ko33ko55tɕi52	ko33ko55tci52	
trocr_direct_span_all_clean_conf70_nobracket	ipa_ocr_work\dataset\shaoxing_pdf136_clean\trocr_direct_span_all_clean_conf70_nobracket\eval_manifest.tsv	627	pdf028_p150_0026	150	28	26	train	matched	童子鸡	竞子鸡	don11tsy55ci52	don11tsy55ci52	doŋ11tsɿ55tɕi52	ok	candidate_headword_differs	roundtrip_mismatch	doŋ11tsɿ55tɕi52	don11tsy55tci52	
trocr_direct_span_all_clean_conf70_nobracket	ipa_ocr_work\dataset\shaoxing_pdf136_clean\trocr_direct_span_all_clean_conf70_nobracket\eval_manifest.tsv	628	pdf028_p150_0027	150	28	27	train	matched	子鸡	子鸡	tsy335ci52	tsy335ci52	tsɿ335tɕi52	ok	ok	roundtrip_mismatch	tsɿ335tɕi52	tsy335tci52	
trocr_direct_span_all_clean_conf70_nobracket	ipa_ocr_work\dataset\shaoxing_pdf136_clean\trocr_direct_span_all_clean_conf70_nobracket\eval_manifest.tsv	629	pdf028_p150_0028	150	28	28	train	matched	起骚雄鸡	起骚雄鸡	chi335sau55yon55ci52	chi335sau55yon55ci52	tɕʰi335sɒ55ɦioŋ55tɕi52	ok	ok	roundtrip_mismatch	tɕʰi335sɒ55ɦioŋ55tɕi52	chi335sau55yion55tci52	
trocr_direct_span_all_clean_conf70_nobracket	ipa_ocr_work\dataset\shaoxing_pdf136_clean\trocr_direct_span_all_clean_conf70_nobracket\eval_manifest.tsv	630	pdf029_p151_0001	151	29	1	train	matched	雌鸡婆	雌鸡荽	tshy33ci55bo52	tshy33ci55bo52	tsʰɿ33tɕi55bo52	ok	candidate_headword_differs	roundtrip_mismatch	tsʰɿ33tɕi55bo52	tshy33tci55bo52	
trocr_direct_span_all_clean_conf70_nobracket	ipa_ocr_work\dataset\shaoxing_pdf136_clean\trocr_direct_span_all_clean_conf70_nobracket\eval_manifest.tsv	631	pdf029_p151_0002	151	29	2	train	matched	鸡娘	鸡娘	ci33gnian52	ci33gnian52	tɕi33ȵiaŋ52	ok	ok	roundtrip_mismatch	tɕi33ȵiaŋ52	tci33gnian52	
trocr_direct_span_all_clean_conf70_nobracket	ipa_ocr_work\dataset\shaoxing_pdf136_clean\trocr_direct_span_all_clean_conf70_nobracket\eval_manifest.tsv	632	pdf029_p151_0003	151	29	3	train	matched	哆哆鸡	哆哆鸡	ci52	ci52	tɕi52	ok	ok	roundtrip_mismatch	tɕi52	tci52	
trocr_direct_span_all_clean_conf70_nobracket	ipa_ocr_work\dataset\shaoxing_pdf136_clean\trocr_direct_span_all_clean_conf70_nobracket\eval_manifest.tsv	633	pdf029_p151_0004	151	29	4	train	matched	赖孵鸡娘	赖孵鸡娘	la11bu11ci11gnian11	la11bu11ci11gnian11	la11bu11tɕi11ȵiaŋ11	ok	ok	roundtrip_mismatch	la11bu11tɕi11ȵiaŋ11	la11bu11tci11gnian11	
trocr_direct_span_all_clean_conf70_nobracket	ipa_ocr_work\dataset\shaoxing_pdf136_clean\trocr_direct_span_all_clean_conf70_nobracket\eval_manifest.tsv	634	pdf029_p151_0006	151	29	6	train	matched	小鸡	小鸡	shiau335ci52	shiau335ci52	ɕiɒ335tɕi52	ok	ok	roundtrip_mismatch	ɕiɒ335tɕi52	shiau335tci52	
trocr_direct_span_all_clean_conf70_nobracket	ipa_ocr_work\dataset\shaoxing_pdf136_clean\trocr_direct_span_all_clean_conf70_nobracket\eval_manifest.tsv	635	pdf029_p151_0007	151	29	7	train	matched	火鸡	火屈鸡	hu335ci52	hu335ci52	hu335tɕi52	ok	candidate_headword_differs	roundtrip_mismatch	hu335tɕi52	hu335tci52	
trocr_direct_span_all_clean_conf70_nobracket	ipa_ocr_work\dataset\shaoxing_pdf136_clean\trocr_direct_span_all_clean_conf70_nobracket\eval_manifest.tsv	636	pdf029_p151_0008	151	29	8	train	matched	乌骨鸡	乌骨鸡	u33kueq5ci52	u33kueq5ci52	u33kueʔ5tɕi52	ok	ok	roundtrip_mismatch	u33kueʔ5tɕi52	u33kueq5tci52	
trocr_direct_span_all_clean_conf70_nobracket	ipa_ocr_work\dataset\shaoxing_pdf136_clean\trocr_direct_span_all_clean_conf70_nobracket\eval_manifest.tsv	637	pdf029_p151_0010	151	29	10	train	matched	雄鸭	雄鸭	yon11aeq5	yon11aeq5	ɦioŋ11æʔ5	ok	ok	roundtrip_mismatch	ɦioŋ11æʔ5	yion11aeq5	
trocr_direct_span_all_clean_conf70_nobracket	ipa_ocr_work\dataset\shaoxing_pdf136_clean\trocr_direct_span_all_clean_conf70_nobracket\eval_manifest.tsv	646	pdf029_p151_0021	151	29	21	train	matched	雄鹅	雄鹅	yon11ngo52	yon11ngo52	ɦioŋ11ŋo52	ok	ok	roundtrip_mismatch	ɦioŋ11ŋo52	yion11ngo52	
trocr_direct_span_all_clean_conf70_nobracket	ipa_ocr_work\dataset\shaoxing_pdf136_clean\trocr_direct_span_all_clean_conf70_nobracket\eval_manifest.tsv	655	pdf030_p152_0011	152	30	11	train	matched	脚爪	脚爪	ciaq3tsau55	ciaq3tsau55	tɕiaʔ3tsɒ55	ok	ok	roundtrip_mismatch	tɕiaʔ3tsɒ55	tciaq3tsau55	
trocr_direct_span_all_clean_conf70_nobracket	ipa_ocr_work\dataset\shaoxing_pdf136_clean\trocr_direct_span_all_clean_conf70_nobracket\eval_manifest.tsv	661	pdf030_p152_0021	152	30	21	train	matched	槐树	槐树	wa11zhiu55	wa11zhiu55	ɦua11ʑy55	ok	ok	roundtrip_mismatch	ɦua11ʑy55	wua11zhiu55	
trocr_direct_span_all_clean_conf70_nobracket	ipa_ocr_work\dataset\shaoxing_pdf136_clean\trocr_direct_span_all_clean_conf70_nobracket\eval_manifest.tsv	701	pdf032_p154_0024	154	32	24	train	matched	槐花	槐花	wa11huo52	wa11huo52	ɦua11huo52	ok	ok	roundtrip_mismatch	ɦua11huo52	wua11huo52	
trocr_direct_span_all_clean_conf70_nobracket	ipa_ocr_work\dataset\shaoxing_pdf136_clean\trocr_direct_span_all_clean_conf70_nobracket\eval_manifest.tsv	703	pdf032_p154_0026	154	32	26	train	matched	芍药花	芍药花	zoq1yaq5huo52	zoq1yaq5huo52	zoʔ1ɦiaʔ5huo52	ok	ok	roundtrip_mismatch	zoʔ1ɦiaʔ5huo52	zoq1yiaq5huo52	
