page	pdf_page	row_index	hanzi	wupin	base	tone	quality	flags	initial	final	inventory_issue
162	40	27	一种柿子	iq3tson55zy55tsy52	iq	3	weak_match	non_matched_quality:weak_match;candidate_headword_differs		iq	final_outside_compact_inventory
162	40	28	石榴	zaq1lieu52	lieu	52	weak_match	non_matched_quality:weak_match;candidate_headword_differs	l	ieu	final_outside_compact_inventory
163	41	2	黄岩蜜橘	huaon33ngaen55miq5cioeq54	miq	5	weak_match	non_matched_quality:weak_match;candidate_headword_differs	m	iq	final_outside_compact_inventory
163	41	6	香脬	shian33phau52	shian	33	weak_match	non_matched_quality:weak_match;candidate_headword_differs	sh	ian	final_outside_compact_inventory
163	41	10	洋官枣	yan11kuoen55tsau52	kuoen	55	matched	ok	k	uoen	final_outside_compact_inventory
163	41	12	杨梅	lian11me52	lian	11	weak_match	non_matched_quality:weak_match;candidate_headword_differs	l	ian	final_outside_compact_inventory
163	41	13	香蕉	shian33ciau52	shian	33	weak_match	non_matched_quality:weak_match;candidate_headword_differs	sh	ian	final_outside_compact_inventory
163	41	21	老熟的菱角	lau115zoq5tiq5lin55koq54	tiq	5	unmatched	empty_image;non_matched_quality:unmatched;candidate_headword_differs	t	iq	final_outside_compact_inventory
164	42	3	高粱梗儿	kau33lian55kuaon55gni52	lian	55	weak_match	non_matched_quality:weak_match;candidate_headword_differs	l	ian	final_outside_compact_inventory
164	42	8	栗子	liq1tsy55	liq	1	matched	ok	l	iq	final_outside_compact_inventory
164	42	9	魁栗	khue33liq5	liq	5	matched	ok	l	iq	final_outside_compact_inventory
164	42	10	梓栗	tsy335liq54	liq	54	matched	ok	l	iq	final_outside_compact_inventory
164	42	17	向日葵子	shian33gni33kue33tsy33	shian	33	low_match	non_matched_quality:low_match;candidate_headword_differs	sh	ian	final_outside_compact_inventory
164	42	18	向瓜子	shian33kuo33tsy33	shian	33	low_match	non_matched_quality:low_match;candidate_headword_differs	sh	ian	final_outside_compact_inventory
164	42	22	的水果	tiq3sy55ku52	tiq	3	unmatched	empty_image;non_matched_quality:unmatched;candidate_headword_differs	t	iq	final_outside_compact_inventory
165	43	4	零食	ihin33zeoq5	ihin	33	matched	ok		ihin	final_outside_compact_inventory
165	43	10	剩余的米饭	dzeon11yu11tiq1mi11vaen11	tiq	1	matched	candidate_headword_differs	t	iq	final_outside_compact_inventory
165	43	12	饭娘	vaen11gnian52	gnian	52	matched	ok	gn	ian	final_outside_compact_inventory
165	43	16	僵饭	cian33vaen52	cian	33	weak_match	non_matched_quality:weak_match;candidate_headword_differs	c	ian	final_outside_compact_inventory
166	44	1	花卷	huo33cioen55	cioen	55	matched	ok	c	ioen	final_outside_compact_inventory
166	44	11	馄饨	wen11doen52	wen	11	low_match	non_matched_quality:low_match;candidate_headword_differs	w	en	final_outside_compact_inventory
166	44	16	牛肉	gnieu11gnio55	gnieu	11	matched	ok	gn	ieu	final_outside_compact_inventory
166	44	22	栗子肉	liq1tsy55gnio52	liq	1	matched	candidate_headword_differs	l	iq	final_outside_compact_inventory
167	45	12	香肠	shian33dzan52	shian	33	matched	ok	sh	ian	final_outside_compact_inventory
167	45	18	熏鹅	shioen33ngo52	shioen	33	matched	ok	sh	ioen	final_outside_compact_inventory
167	45	20	盐鸭子	yen11aeq5tsy52	yen	11	matched	ok	y	en	final_outside_compact_inventory
167	45	25	鲞	shian335	shian	335	low_match	non_matched_quality:low_match;candidate_headword_differs	sh	ian	final_outside_compact_inventory
167	45	26	咸鲞	ghaen11shian55	shian	55	low_match	non_matched_quality:low_match;candidate_headword_differs	sh	ian	final_outside_compact_inventory
167	45	27	卷	cioen335	cioen	335	low_match	non_matched_quality:low_match;candidate_headword_differs	c	ioen	final_outside_compact_inventory
168	46	1	乌贼益	u33zhiq5iq54	zhiq	5	matched	candidate_headword_differs	zh	iq	final_outside_compact_inventory
168	46	1	乌贼益	u33zhiq5iq54	iq	54	matched	candidate_headword_differs		iq	final_outside_compact_inventory
168	46	2	乌贼鱼干	u33zhiq5yu55keen52	zhiq	5	low_match	non_matched_quality:low_match;candidate_headword_differs	zh	iq	final_outside_compact_inventory
168	46	5	瓜卷	kuo33cioen55	cioen	55	weak_match	non_matched_quality:weak_match;candidate_headword_differs	c	ioen	final_outside_compact_inventory
168	46	7	较差的瓜	kau33tshy33tiq3kuo33	tiq	3	weak_match	non_matched_quality:weak_match;candidate_headword_differs	t	iq	final_outside_compact_inventory
168	46	24	香菇	shian33ku52	shian	33	matched	ok	sh	ian	final_outside_compact_inventory
168	46	34	酱萝萄	cian33lo33dau33	cian	33	low_match	non_matched_quality:low_match;candidate_headword_differs	c	ian	final_outside_compact_inventory
168	46	37	酱瓜	cian33kuo33	cian	33	low_match	non_matched_quality:low_match;candidate_headword_differs	c	ian	final_outside_compact_inventory
170	48	1	过酒配	ku33cieu33phe33	cieu	33	matched	candidate_headword_differs	c	ieu	final_outside_compact_inventory
170	48	6	茶叶蛋	dzo11yiq5daen52	yiq	5	matched	candidate_headword_differs	y	iq	final_outside_compact_inventory
170	48	12	熏鱼	shioen33yu52	shioen	33	weak_match	non_matched_quality:weak_match;candidate_headword_differs	sh	ioen	final_outside_compact_inventory
170	48	23	抑豆腐	iq3deu55vu52	iq	3	matched	candidate_headword_differs		iq	final_outside_compact_inventory
171	49	10	碗脚	uoen335ciaq54	uoen	335	matched	ok		uoen	final_outside_compact_inventory
171	49	15	末	mheq45	mheq	45	low_match	non_matched_quality:low_match;candidate_headword_differs	m	heq	final_outside_compact_inventory
171	49	17	茶叶茶	dzo11yiq5dzo52	yiq	5	matched	ok	y	iq	final_outside_compact_inventory
171	49	19	老酒	lau115cieu52	cieu	52	weak_match	non_matched_quality:weak_match;candidate_headword_differs	c	ieu	final_outside_compact_inventory
171	49	21	酒合酒	cieu335keq5cieu52	cieu	335	low_match	non_matched_quality:low_match;candidate_headword_differs	c	ieu	final_outside_compact_inventory
171	49	21	酒合酒	cieu335keq5cieu52	cieu	52	low_match	non_matched_quality:low_match;candidate_headword_differs	c	ieu	final_outside_compact_inventory
171	49	22	新酒	shin33cieu55	cieu	55	weak_match	non_matched_quality:weak_match;candidate_headword_differs	c	ieu	final_outside_compact_inventory
171	49	23	烧酒	sau33cieu55	cieu	55	weak_match	non_matched_quality:weak_match;candidate_headword_differs	c	ieu	final_outside_compact_inventory
171	49	24	白酒	baq1cieu55	cieu	55	unmatched	empty_image;non_matched_quality:unmatched;candidate_headword_differs	c	ieu	final_outside_compact_inventory
171	49	26	啤酒	cieu335	cieu	335	matched	ok	c	ieu	final_outside_compact_inventory
171	49	27	葡萄酒	bu11dau55cieu52	cieu	52	matched	ok	c	ieu	final_outside_compact_inventory
172	50	13	葱管糖	tshon33kuoen55daon52	kuoen	55	matched	ok	k	uoen	final_outside_compact_inventory
172	50	15	牛皮糖	gnieu11bi55daon52	gnieu	11	low_match	non_matched_quality:low_match;candidate_headword_differs	gn	ieu	final_outside_compact_inventory
172	50	21	干熟的枣儿	keen33zoq5tiq5tsau55gni52	tiq	5	matched	candidate_headword_differs	t	iq	final_outside_compact_inventory
172	50	24	腌制的橄榄	ien33tsy55tiq5kaen55laen52	tiq	5	unmatched	empty_image;non_matched_quality:unmatched;candidate_headword_differs	t	iq	final_outside_compact_inventory
173	51	25	春卷	tsheen33cioen55	cioen	55	matched	ok	c	ioen	final_outside_compact_inventory
174	52	2	甜酒酿	dien11cieu55gnian52	cieu	55	unmatched	empty_image;non_matched_quality:unmatched;candidate_headword_differs	c	ieu	final_outside_compact_inventory
174	52	2	甜酒酿	dien11cieu55gnian52	gnian	52	unmatched	empty_image;non_matched_quality:unmatched;candidate_headword_differs	gn	ian	final_outside_compact_inventory
174	52	3	豆腐浆	deu11vu11cian11	cian	11	matched	ok	c	ian	final_outside_compact_inventory
174	52	12	麻酱	mo11cian55	cian	55	matched	ok	c	ian	final_outside_compact_inventory
174	52	16	香油	shian33yeu52	shian	33	weak_match	non_matched_quality:weak_match;candidate_headword_differs	sh	ian	final_outside_compact_inventory
174	52	21	盐	yen231	yen	231	matched	ok	y	en	final_outside_compact_inventory
174	52	22	盐花	yen11huo52	yen	11	matched	ok	y	en	final_outside_compact_inventory
174	52	23	盐奶	yen11na55	yen	11	matched	ok	y	en	final_outside_compact_inventory
174	52	24	豆板酱	deu11paen11cian11	cian	11	matched	candidate_headword_differs	c	ian	final_outside_compact_inventory
174	52	25	甜面酱	dien11mien55cian52	cian	52	low_match	non_matched_quality:low_match;candidate_headword_differs	c	ian	final_outside_compact_inventory
174	52	26	辣酱	laeq1cian55	cian	55	weak_match	non_matched_quality:weak_match;candidate_headword_differs	c	ian	final_outside_compact_inventory
174	52	27	酱油	cian33yeu33	cian	33	low_match	non_matched_quality:low_match;candidate_headword_differs	c	ian	final_outside_compact_inventory
175	53	6	蜜糖	miq1daon52	miq	1	matched	ok	m	iq	final_outside_compact_inventory
175	53	9	茴香	we11shian52	shian	52	weak_match	non_matched_quality:weak_match;candidate_headword_differs	sh	ian	final_outside_compact_inventory
175	53	16	生姜丁	san33cian55tin52	cian	55	matched	ok	c	ian	final_outside_compact_inventory
176	54	2	哔叽	piq3ci52	piq	3	weak_match	non_matched_quality:weak_match;candidate_headword_differs	p	iq	final_outside_compact_inventory
176	54	4	的确良	tiq3chioeq5lian52	tiq	3	matched	ok	t	iq	final_outside_compact_inventory
176	54	4	的确良	tiq3chioeq5lian52	lian	52	matched	ok	l	ian	final_outside_compact_inventory
176	54	8	一种绸子	iq3tson55dzeu55tsy52	iq	3	matched	candidate_headword_differs		iq	final_outside_compact_inventory
176	54	12	香云纱	shian33yoen55so52	shian	33	matched	candidate_headword_differs	sh	ian	final_outside_compact_inventory
176	54	19	毛货	mhau33hu55	mhau	33	matched	ok	m	hau	final_outside_compact_inventory
176	54	20	毛线	mhau33shien55	mhau	33	matched	ok	m	hau	final_outside_compact_inventory
176	54	30	零头布	ihin33deu55pu52	ihin	33	low_match	non_matched_quality:low_match;candidate_headword_differs		ihin	final_outside_compact_inventory
177	55	25	棉毛衫	mien11mhau55saen52	mhau	55	matched	ok	m	hau	final_outside_compact_inventory
177	55	27	球衫	jieu11saen52	jieu	11	matched	ok	j	ieu	final_outside_compact_inventory
177	55	28	棉毛裤	mien11mhau55khu52	mhau	55	matched	ok	m	hau	final_outside_compact_inventory
178	56	2	球裤	jieu11khu55	jieu	11	weak_match	non_matched_quality:weak_match;candidate_headword_differs	j	ieu	final_outside_compact_inventory
178	56	3	毛线衫	mhau33shien55saen52	mhau	33	matched	ok	m	hau	final_outside_compact_inventory
178	56	4	毛线裤	mhau33shien55khu52	mhau	33	matched	candidate_headword_differs	m	hau	final_outside_compact_inventory
178	56	8	马甲	mha33ciaq5	mha	33	matched	ok	m	ha	final_outside_compact_inventory
178	56	17	牛头水裤	gnieu11deu55sy55khu52	gnieu	11	matched	ok	gn	ieu	final_outside_compact_inventory
178	56	21	两裆裤	lian115taon55khu52	lian	115	low_match	non_matched_quality:low_match;candidate_headword_differs	l	ian	final_outside_compact_inventory
178	56	24	裙	jioen231	jioen	231	low_match	non_matched_quality:low_match;candidate_headword_differs	j	ioen	final_outside_compact_inventory
178	56	25	连衫裙	lien11saen55jioen52	jioen	52	matched	candidate_headword_differs	j	ioen	final_outside_compact_inventory
178	56	26	抱裙	bau115jioen52	jioen	52	weak_match	non_matched_quality:weak_match;candidate_headword_differs	j	ioen	final_outside_compact_inventory
178	56	27	马褂	mha33kuo55	mha	33	weak_match	non_matched_quality:weak_match;candidate_headword_differs	m	ha	final_outside_compact_inventory
178	56	29	一口钟	iq3kheu55tson52	iq	3	low_match	non_matched_quality:low_match;candidate_headword_differs		iq	final_outside_compact_inventory
179	57	5	袖口	zhieu11kheu11	zhieu	11	matched	ok	zh	ieu	final_outside_compact_inventory
179	57	6	袖口头	zhieu11kheu11deu11	zhieu	11	low_match	non_matched_quality:low_match;candidate_headword_differs	zh	ieu	final_outside_compact_inventory
179	57	16	裤脚管	khu33ciaq3kuoen33	kuoen	33	matched	candidate_headword_differs	k	uoen	final_outside_compact_inventory
179	57	27	纽子	gnieu115tsy52	gnieu	115	matched	bracket_context_review	gn	ieu	final_outside_compact_inventory
179	57	28	衣纽儿	i33gnieu55gni52	gnieu	55	unmatched	empty_image;non_matched_quality:unmatched;candidate_headword_differs	gn	ieu	final_outside_compact_inventory
179	57	29	纽	gnieu113	gnieu	113	low_match	bracket_context_review;non_matched_quality:low_match;candidate_headword_differs	gn	ieu	final_outside_compact_inventory
180	58	1	纽扣	gnieu115kheu52	gnieu	115	matched	ok	gn	ieu	final_outside_compact_inventory
180	58	6	帽檐儿	ma11yen11gni11	yen	11	low_match	bracket_context_review;non_matched_quality:low_match;candidate_headword_differs	y	en	final_outside_compact_inventory
180	58	12	的绒帽	tiq3gnion55ma52	tiq	3	unmatched	empty_image;non_matched_quality:unmatched;candidate_headword_differs	t	iq	final_outside_compact_inventory
180	58	13	秋帽	chieu33ma55	chieu	33	weak_match	non_matched_quality:weak_match;candidate_headword_differs	ch	ieu	final_outside_compact_inventory
180	58	19	拦馋	ihaen33daen52	ihaen	33	weak_match	non_matched_quality:weak_match;candidate_headword_differs		ihaen	final_outside_compact_inventory
180	58	20	拦馋袋	ihaen33daen55de52	ihaen	33	low_match	non_matched_quality:low_match;candidate_headword_differs		ihaen	final_outside_compact_inventory
180	58	26	袖套	zhieu11thau11	zhieu	11	matched	candidate_headword_differs	zh	ieu	final_outside_compact_inventory
181	59	4	宽紧带	khuoen33cin55ta52	khuoen	33	matched	candidate_headword_differs	kh	uoen	final_outside_compact_inventory
181	59	8	洋绢	yan11cioen55	cioen	55	weak_match	non_matched_quality:weak_match;candidate_headword_differs	c	ioen	final_outside_compact_inventory
181	59	21	橡胶雨鞋	jian115kau55yu55gha52	jian	115	unmatched	empty_image;non_matched_quality:unmatched;candidate_headword_differs	j	ian	final_outside_compact_inventory
181	59	22	球鞋	jieu11gha52	jieu	11	matched	ok	j	ieu	final_outside_compact_inventory
181	59	26	风凉鞋	fon33lian55gha52	lian	55	matched	bracket_context_review	l	ian	final_outside_compact_inventory
181	59	31	破烂的鞋	pha33laen33tiq3gha33	tiq	3	unmatched	empty_image;non_matched_quality:unmatched;candidate_headword_differs	t	iq	final_outside_compact_inventory
182	60	5	沿条	yen11tiau52	yen	11	matched	ok	y	en	final_outside_compact_inventory
182	60	6	鞋喧头	gha11shioen55deu52	shioen	55	matched	candidate_headword_differs	sh	ioen	final_outside_compact_inventory
182	60	20	蝴蝶结	wu11diaq5ciq54	ciq	54	matched	ok	c	iq	final_outside_compact_inventory
183	61	3	牛屎头	gnieu11u55deu52	gnieu	11	matched	ok	gn	ieu	final_outside_compact_inventory
183	61	20	疆步	cian33bu55	cian	33	low_match	non_matched_quality:low_match;candidate_headword_differs	c	ian	final_outside_compact_inventory
183	61	21	疆蹋档	cian33thaeq5taon52	cian	33	matched	candidate_headword_differs	c	ian	final_outside_compact_inventory
183	61	23	阶沿	ka33yen52	yen	52	matched	ok	y	en	final_outside_compact_inventory
183	61	24	影壁	in335piq54	piq	54	matched	ok	p	iq	final_outside_compact_inventory
183	61	25	照墙	tsau33jian33	jian	33	matched	ok	j	ian	final_outside_compact_inventory
184	62	2	墙门	jian11meen52	jian	11	weak_match	non_matched_quality:weak_match;candidate_headword_differs	j	ian	final_outside_compact_inventory
184	62	4	台门内的门	the33meen55ne55tiq5meen52	tiq	5	matched	candidate_headword_differs	t	iq	final_outside_compact_inventory
184	62	8	枪笆	chian33po52	chian	33	matched	ok	ch	ian	final_outside_compact_inventory
184	62	10	围墙	yu11jian52	jian	52	matched	ok	j	ian	final_outside_compact_inventory
184	62	11	毛墙	mhau33jian52	mhau	33	matched	ok	m	hau	final_outside_compact_inventory
184	62	11	毛墙	mhau33jian52	jian	52	matched	ok	j	ian	final_outside_compact_inventory
184	62	12	石萧墙	zaq1shiau55jian52	jian	52	matched	candidate_headword_differs	j	ian	final_outside_compact_inventory
184	62	13	内墙	ne11jian11	jian	11	matched	ok	j	ian	final_outside_compact_inventory
184	62	23	厢房	shian33vaon52	shian	33	matched	ok	sh	ian	final_outside_compact_inventory
185	63	0	过楼	ku33ieu33	ieu	33	matched	ok		ieu	final_outside_compact_inventory
185	63	1	阁楼	koq3ieu52	ieu	52	matched	ok		ieu	final_outside_compact_inventory
185	63	2	楼顶	ieu11teon55	ieu	11	matched	bracket_context_review		ieu	final_outside_compact_inventory
185	63	3	楼下	ieu11gho55	ieu	11	matched	ok		ieu	final_outside_compact_inventory
185	63	11	屋脊	uoq3ciq5	ciq	5	matched	ok	c	iq	final_outside_compact_inventory
185	63	12	屋檐	uoq3yen52	yen	52	weak_match	non_matched_quality:weak_match;candidate_headword_differs	y	en	final_outside_compact_inventory
185	63	14	廊檐下	laon11yen55gho52	yen	55	matched	bracket_context_review;candidate_headword_differs	y	en	final_outside_compact_inventory
185	63	15	梁	lian231	lian	231	matched	bracket_context_review	l	ian	final_outside_compact_inventory
185	63	16	屋梁	uoq3lian52	lian	52	matched	ok	l	ian	final_outside_compact_inventory
185	63	20	橡子	jian115tsy52	jian	115	matched	ok	j	ian	final_outside_compact_inventory
185	63	21	標条	pips11tiau52	pips	11	weak_match	non_matched_quality:weak_match;candidate_headword_differs	p	ips	final_outside_compact_inventory
185	63	22	墙头	jian11deu52	jian	11	matched	ok	j	ian	final_outside_compact_inventory
185	63	23	房外的墙	vaon11nga55tiq5jian52	tiq	5	low_match	bracket_context_review;non_matched_quality:low_match;candidate_headword_differs	t	iq	final_outside_compact_inventory
185	63	23	房外的墙	vaon11nga55tiq5jian52	jian	52	low_match	bracket_context_review;non_matched_quality:low_match;candidate_headword_differs	j	ian	final_outside_compact_inventory
185	63	24	房侧的墙	vaon11tseq5tiq5jian52	tiq	5	unmatched	empty_image;non_matched_quality:unmatched;candidate_headword_differs	t	iq	final_outside_compact_inventory
185	63	24	房侧的墙	vaon11tseq5tiq5jian52	jian	52	unmatched	empty_image;non_matched_quality:unmatched;candidate_headword_differs	j	ian	final_outside_compact_inventory
185	63	25	山墙	saen33jian52	jian	52	weak_match	non_matched_quality:weak_match;candidate_headword_differs	j	ian	final_outside_compact_inventory
185	63	26	隔墙	kaq3jian52	jian	52	low_match	non_matched_quality:low_match;candidate_headword_differs	j	ian	final_outside_compact_inventory
185	63	27	墙脚	jian11ciaq5	jian	11	matched	ok	j	ian	final_outside_compact_inventory
186	64	2	楼搁栅	ieu11koq5saq54	ieu	11	matched	candidate_headword_differs		ieu	final_outside_compact_inventory
186	64	31	井口的石栏	cin335kheu55tiq5zaq5laen52	tiq	5	unmatched	empty_image;non_matched_quality:unmatched;candidate_headword_differs	t	iq	final_outside_compact_inventory
187	65	6	牛圈间	gnieu11jien55kaen52	gnieu	11	matched	candidate_headword_differs	gn	ieu	final_outside_compact_inventory
188	66	0	真集	tseen33jiq5	jiq	5	low_match	non_matched_quality:low_match;candidate_headword_differs	j	iq	final_outside_compact_inventory
189	67	1	桌裙	tsoq3jioen52	jioen	52	weak_match	non_matched_quality:weak_match;candidate_headword_differs	j	ioen	final_outside_compact_inventory
189	67	10	马踏椅	mha33daeq5i52	mha	33	matched	ok	m	ha	final_outside_compact_inventory
189	67	11	马踏椅子	mha33daeq5i55tsy52	mha	33	matched	ok	m	ha	final_outside_compact_inventory
189	67	25	马扎	mha33tsaq5	mha	33	unmatched	empty_image;non_matched_quality:unmatched;candidate_headword_differs	m	ha	final_outside_compact_inventory
190	68	0	第七章	di11chiq1tsaon11	chiq	1	unmatched	empty_image;non_matched_quality:unmatched;candidate_headword_differs	ch	iq	final_outside_compact_inventory
190	68	8	箱橱	shian33jiu52	shian	33	matched	ok	sh	ian	final_outside_compact_inventory
190	68	9	顶箱橱	teon335shian55jiu52	shian	55	matched	ok	sh	ian	final_outside_compact_inventory
190	68	18	床沿	zaon11yen52	yen	52	matched	ok	y	en	final_outside_compact_inventory
191	69	2	席梦思	jiq1mon55sy52	jiq	1	matched	candidate_headword_differs	j	iq	final_outside_compact_inventory
191	69	3	马桶箱	mha33don55shian52	mha	33	matched	candidate_headword_differs	m	ha	final_outside_compact_inventory
191	69	3	马桶箱	mha33don55shian52	shian	52	matched	candidate_headword_differs	sh	ian	final_outside_compact_inventory
191	69	4	夜壶箱	ya11wu11shian11	shian	11	matched	ok	sh	ian	final_outside_compact_inventory
191	69	5	箱子	shian33tsy55	shian	33	matched	ok	sh	ian	final_outside_compact_inventory
191	69	6	皮箱	bi11shian52	shian	52	matched	ok	sh	ian	final_outside_compact_inventory
191	69	7	帆布箱	vaen11pu55shian52	shian	52	matched	ok	sh	ian	final_outside_compact_inventory
191	69	8	藤箱	deon11shian52	shian	52	matched	ok	sh	ian	final_outside_compact_inventory
191	69	9	竹丝箱	tsoq3sy55shian52	shian	52	matched	ok	sh	ian	final_outside_compact_inventory
191	69	10	樟木箱	tsan33moq5shian52	shian	52	matched	candidate_headword_differs	sh	ian	final_outside_compact_inventory
191	69	11	书箱	shiu33shian52	shian	52	matched	ok	sh	ian	final_outside_compact_inventory
191	69	12	手提箱	seu335di55shian52	shian	52	matched	ok	sh	ian	final_outside_compact_inventory
192	70	0	第七章	di11chiq1tsaon11	chiq	1	low_match	non_matched_quality:low_match;candidate_headword_differs	ch	iq	final_outside_compact_inventory
192	70	12	竹席	tsoq3jiq5	jiq	5	weak_match	non_matched_quality:weak_match;candidate_headword_differs	j	iq	final_outside_compact_inventory
192	70	13	草席	tshau335jiq54	jiq	54	low_match	non_matched_quality:low_match;candidate_headword_differs	j	iq	final_outside_compact_inventory
192	70	14	蒲席	bu11jiq5	jiq	5	matched	ok	j	iq	final_outside_compact_inventory
193	71	21	拔火管	baeq1hu55kuoen52	kuoen	52	matched	candidate_headword_differs	k	uoen	final_outside_compact_inventory
194	72	0	第七章	di11chiq1tsaon11	chiq	1	low_match	non_matched_quality:low_match;candidate_headword_differs	ch	iq	final_outside_compact_inventory
194	72	14	镬抢	woq1chian55	chian	55	weak_match	non_matched_quality:weak_match;candidate_headword_differs	ch	ian	final_outside_compact_inventory
194	72	16	铁丝兜	thiq3sy55teu52	thiq	3	matched	ok	th	iq	final_outside_compact_inventory
194	72	17	撩兜	ihiau33teu52	ihiau	33	matched	ok		ihiau	final_outside_compact_inventory
194	72	26	碗	uoen335	uoen	335	unmatched	empty_image;non_matched_quality:unmatched;candidate_headword_differs		uoen	final_outside_compact_inventory
194	72	27	碗盏	uoen335tsaen52	uoen	335	matched	ok		uoen	final_outside_compact_inventory
194	72	28	碗扎底	uoen335tsaq5ti52	uoen	335	low_match	non_matched_quality:low_match;candidate_headword_differs		uoen	final_outside_compact_inventory
194	72	29	碗的底圈	uoen335tiq5ti55jien52	uoen	335	weak_match	non_matched_quality:weak_match;candidate_headword_differs		uoen	final_outside_compact_inventory
194	72	29	碗的底圈	uoen335tiq5ti55jien52	tiq	5	weak_match	non_matched_quality:weak_match;candidate_headword_differs	t	iq	final_outside_compact_inventory
194	72	30	高脚碗	kau33ciaq5uoen52	uoen	52	matched	candidate_headword_differs		uoen	final_outside_compact_inventory
194	72	31	底圈高的碗	ti335jien55kau55tiq5uoen52	tiq	5	unmatched	empty_image;non_matched_quality:unmatched;candidate_headword_differs	t	iq	final_outside_compact_inventory
194	72	31	底圈高的碗	ti335jien55kau55tiq5uoen52	uoen	52	unmatched	empty_image;non_matched_quality:unmatched;candidate_headword_differs		uoen	final_outside_compact_inventory
194	72	32	短底碗	toen335ti55uoen52	uoen	52	unmatched	empty_image;non_matched_quality:unmatched;candidate_headword_differs		uoen	final_outside_compact_inventory
194	72	33	底圈矮的碗	ti335jien55a55tiq5uoen52	tiq	5	weak_match	non_matched_quality:weak_match;candidate_headword_differs	t	iq	final_outside_compact_inventory
194	72	33	底圈矮的碗	ti335jien55a55tiq5uoen52	uoen	52	weak_match	non_matched_quality:weak_match;candidate_headword_differs		uoen	final_outside_compact_inventory
195	73	0	海碗	he335uoen52	uoen	52	weak_match	non_matched_quality:weak_match;candidate_headword_differs		uoen	final_outside_compact_inventory
195	73	1	酒盅	cieu335tson52	cieu	335	low_match	non_matched_quality:low_match;candidate_headword_differs	c	ieu	final_outside_compact_inventory
195	73	2	老酒壶	lau115cieu55wu52	cieu	55	matched	candidate_headword_differs	c	ieu	final_outside_compact_inventory
195	73	3	急苏壶	ciq3su55wu52	ciq	3	matched	ok	c	iq	final_outside_compact_inventory
195	73	4	酒呷	cieu335haeq54	cieu	335	low_match	non_matched_quality:low_match;candidate_headword_differs	c	ieu	final_outside_compact_inventory
195	73	6	碟	diq23	diq	23	matched	ok	d	iq	final_outside_compact_inventory
195	73	12	碗架	uoen335cia52	uoen	335	matched	ok		uoen	final_outside_compact_inventory
195	73	14	凉橱	lian11jiu52	lian	11	matched	ok	l	ian	final_outside_compact_inventory
195	73	21	茶碗	dzo11uoen55	uoen	55	matched	ok		uoen	final_outside_compact_inventory
195	73	23	闷盖碗	mheen33ke55uoen52	mheen	33	matched	ok	m	heen	final_outside_compact_inventory
195	73	23	闷盖碗	mheen33ke55uoen52	uoen	52	matched	ok		uoen	final_outside_compact_inventory
195	73	24	盖碗	ke33uoen33	uoen	33	unmatched	empty_image;non_matched_quality:unmatched;candidate_headword_differs		uoen	final_outside_compact_inventory
195	73	26	热水壶	gniq1sy55wu52	gniq	1	matched	ok	gn	iq	final_outside_compact_inventory
195	73	30	罐头	kuoen33deu33	kuoen	33	matched	ok	k	uoen	final_outside_compact_inventory
196	74	8	七石缸	chiq3zaq5kaon52	chiq	3	low_match	bracket_context_review;non_matched_quality:low_match;candidate_headword_differs	ch	iq	final_outside_compact_inventory
196	74	12	挈桶	chiq3don55	chiq	3	weak_match	non_matched_quality:weak_match;candidate_headword_differs	ch	iq	final_outside_compact_inventory
196	74	21	接近取食	ciq3jin55chiu55zeoq54	ciq	3	unmatched	empty_image;non_matched_quality:unmatched;candidate_headword_differs	c	iq	final_outside_compact_inventory
196	74	29	解屑	ka335shiq54	shiq	54	unmatched	empty_image;non_matched_quality:unmatched;candidate_headword_differs	sh	iq	final_outside_compact_inventory
197	75	4	松毛柴	son33mhau55za52	mhau	55	matched	bracket_context_review	m	hau	final_outside_compact_inventory
197	75	23	亮篾	lian11miq1	lian	11	weak_match	non_matched_quality:weak_match;candidate_headword_differs	l	ian	final_outside_compact_inventory
197	75	23	亮篾	lian11miq1	miq	1	weak_match	non_matched_quality:weak_match;candidate_headword_differs	m	iq	final_outside_compact_inventory
197	75	26	亮	lian11	lian	11	matched	ok	l	ian	final_outside_compact_inventory
198	76	5	马灯	mha33teon52	mha	33	matched	ok	m	ha	final_outside_compact_inventory
198	76	10	壁灯	piq3teon52	piq	3	matched	ok	p	iq	final_outside_compact_inventory
198	76	13	灯管	teon33kuoen55	kuoen	55	weak_match	non_matched_quality:weak_match;candidate_headword_differs	k	uoen	final_outside_compact_inventory
198	76	28	热水瓶	gniq1sy55bin52	gniq	1	low_match	bracket_context_review;non_matched_quality:low_match;candidate_headword_differs	gn	iq	final_outside_compact_inventory
198	76	29	热水袋	gniq1sy55de52	gniq	1	matched	ok	gn	iq	final_outside_compact_inventory
199	77	3	毛巾	mhau33cin52	mhau	33	matched	bracket_context_review	m	hau	final_outside_compact_inventory
199	77	9	香肥皂	shian33bi55zau52	shian	33	matched	ok	sh	ian	final_outside_compact_inventory
199	77	11	香水	shian33sy55	shian	33	matched	ok	sh	ian	final_outside_compact_inventory
199	77	30	剔牙仗	thiq3ngo55tsan52	thiq	3	matched	ok	th	iq	final_outside_compact_inventory
200	78	0	第七章	di11chiq1tsaon11	chiq	1	unmatched	empty_image;non_matched_quality:unmatched;candidate_headword_differs	ch	iq	final_outside_compact_inventory
200	78	6	眼权	ngaen115jioen52	jioen	52	matched	ok	j	ioen	final_outside_compact_inventory
